tweet,sentiment,highlight
@farah_ayyad7 mhaleyeh ktir chfefik khdoudik ka ano dunno ba3rif sayra tayoubeh ,Positive,None
@FarahShamii hahahahha nshalla bshufik bi matar beirut akhhh ma ile khla2 8 se3at tayaran bs :p ,Positive,None
@FatenShamas anna akid btinbositt eza adamit najwa karam tnayneton libneniyeh w ktir hilo y3tirfo bi najeh ba3don wi berko la ba3don,Positive,None
@FawazMay enu eh bs view ktir helo b madrestik;p,Positive,None
@firashaleemi heheh eh shaklk bthb el wa3ye bakir :p looool hope nharak ykun helo mwaaah 347450117181276160,Positive,None
@Fouad_Rahme ah helo helo ana ele mn 20 decembre mkhalsaaa ☺️☺️ ,Positive,None
@fouadkhreis shaklon ktir cute,Positive,None
@Fun0Ginger @joeation la2 lek helo l dubstep .. ,Positive,None
@funzip hahaha wlak ehhh hek bade yek,Positive,None
@gabyassaker hahahahhaha hayda kalbik?,Positive,None
@gabylteif_MCD beirut miss u chta2na lel assaleh bi kelme3na el kelme,Positive,None
@gaellechidiacc ktir😂😭 ,Positive,None
@GeorgeGMouhayar hein ? Lah adamet my projects 😊,Positive,None
@getlostbruh @ABCFpll @JanelParrish kamliiii !! ktir sayir helo ,Positive,None
@GhadaJreidi chou seir hadamtik w jamal sawtik ma 3am be2dir ba2a eit7amal bmout fike #DiscussWithGhadaJreidi #DiscussWithGhadaJreidi,Positive,None
@GhanemRanine @tonyrizk_963 eh ktir taybe hiye :p,Positive,None
@GhenwaKaedbey Heida l post ma njeb siret gebran bassil fi njeb fi khabar 3an walid junblat wosel l message ♥ 😘 NB: @GhenwaKaedbey rfi2te w 7a tdalla rfi2te bi 7al hadan chef l posts 😁,Positive,None
@GhidaKnio LEK SHU HAL SOURA WOWWOWOWOWOWO 😍😍😍😍 ,Positive,None
@GhidaThiniFawaz mwal3eta ween ma ken Twitter insta w Yalla 😂👌 ,Positive,None
@Ghinwa_10 chou ya helwee kifnaa ?,Positive,None
@GhinwaOm ktir mou5ife !!,Positive,None
@HaifaWehbe waw klna natren diva hayouf kbar w s8ar shabeb w banet btjma3i lkel,Positive,None
@HajjJessica lalalala maf3oul l te2dim hayda lalalalalala ana? Lalalala n3adet menik xp lalalalala ,Positive,None
@halafeghaly ana kamen akhadet off hehehe now bel beit heheh chou lplan la lyom ?,Positive,None
@Hammoud_91 lak eh hayda l hake l sah,Positive,None
@hassanation @TheMestanefra hahahaha. Balashet gym w hek. Fa bada tekol ktir 😂😂 ,Positive,None
@hayda7akeh @fakihn  Chapeau bas .. Thumbs up :) ktir awiyeh hal 7al2a ;),Positive,None
@hazoon2014 heheheheheheh hazzooonnntehhh kifik ya ahlaaa benet 3andeh yeha wli bhebba ktir w baddeh ta3miya mloukhiyehh,Positive,None
@HazouryWafaa hamdela lol #love #Beirut lol mohem kabes #love #Beirut,Positive,None
@HelenaHerdan hahahahhaha eh ktir cutee :p ,Positive,None
@HelenaHerdan ktir heloo! ,Positive,None
@hiba_khalil1 hahaha tb ma howe ktr helo w hek :p hahaha ,Positive,None
@HichamHaddad57 HAHAHAHAHAHA awyye ktir hay!,Positive,None
@Hindwana 2ahdam chi 2ekhdine ldor jader ktir ktir mahdoumine bijaneno,Positive,None
@HotCreep_ eh eh ktir aweya mch metl l ajenib chi bimawit,Positive,None
@HussainAyoub el diet m2assir 3lek ktir ya 7asoon😂,Positive,None
@hussein__yassin @ZeeElHarake dod monaco minimum nel3ab hek  rabhan w dife3na ktir awe la darajet shato 3 marrat 3al goal :) ,Positive,None
@Hussein_Edris @amouna_mostafa hahahhahah no law sama7et ana ba3ref sewe akel :p w pro wfek tes2al 3aylte :p,Positive,None
@Ihabinho_Ak @FatimaM_19 hahahahaha ktir.,Positive,None
@Ihabinho_Ak shu hayda ya Zalame😂😂😂😂,Positive,None
@instakfourywael @kfourywael @DimaSadek bawsi 3ane allah 3ala hl album Chu helo hfozto ya ret by3mlo fi fahes bl skul :)&lt;3 ,Positive,None
@ItsMariaCosta @CauseWereGuys el nekte tahet el soura😂😂,Positive,None
@James_Yammouni awww chou cutee law kenet bi Lebnen kenet 3meltellak hek ,Positive,None
@JanaMhamad hahahha ana taba3e gharibee :$ma fi ktir 3emlin menna ;) ,Positive,None
"@Jane_deeb: @ayakhoury: “@Jane_deeb: Greatt day” eh great""hahaha eno gher el akel c etait bien :"")""Hahahaha",Positive,None
@JenniferHilaly b3atiile soura 😁❤️,Positive,None
@JenniferRahmeh lah m l helo eno mch hwe b sou2 hada b sou2 3anoo ,Positive,None
@JessyRomanos aslan sourtik ktir helweh wejjik ktirr heloooo :p bas mich mbayan :$bas helo wejjik :p bas mich cheyfo bas helo wejik wayno? ,Positive,None
@JoAshkar enta rejel ktir mahdum bchaklak w7araketak,Positive,None
@joem8394 @SecretStory_TF1 hahHa ktir helo :p nyeloun :p ,Positive,None
@JosephNehme1995 kl soura ajmal mn l tene ,Positive,None
@Joud hahahahhahahahahahahaah .. ehhhh sushiii a7san shi bl 7ayet la ma3loumetak :p w 7a tshoufa ktir :p ,Positive,None
@joudirajabbasha hote l ahmar mahal l aswad b sir ktir helo😏 ,Positive,None
@joudirajabbasha mbala fhemta bs ktir da7aktnee :p,Positive,None
@KamelTabbara 7elo ktir b koun l group kelna mnel3ab 7elo,Positive,None
@KarlaBoutros helo ktr ma 3m b2dar ma e7daro :) ,Positive,None
@Karlsfeir @joekazan ahlan ahlannn,Positive,None
@Karlsfeir bas ana akid hayda l keresh me7she 100$bills ,Positive,Joke
@khalilahmd @MohamadKaaki ya ret bten3amal retweet l conv. Kella. Eno hadis ktir helo w kello sa2afe haram ma l kel yo2riya :p ,Positive,Sarcasm
@kiki_el_khazen ktir awiyeh,Positive,None
@koukimak @LaraHachem8 @awaiidamonica @AnitaChemaly hahahaha hayda matalna la lyom 😂😂 #matousa2 #matousa2,Positive,None
@koukimak eh niyelikk ana soret bel akel part 😂😂,Positive,None
@KristySamarani awww helo hek niyelikk hahahahah erbit tokhlas l skl erbit ,Positive,None
@KrisWazen bas eno walla ana kenet ktir mnih 😂 ,Positive,None
@krystellefreiha mbeyin ktir bt 7ebbe l Kleb ya bent😂 ,Positive,None
@Lamyaa_Ab ktir helwe 👌😁,Positive,None
@lateef3abboud ahla w sahla bl abboud next week my parents go down to beirut betsir l a3de hon ;) ,Positive,None
@LBCI_FansSs @LBC_Group Chu hl cadre l helo :)) ,Positive,None
@lea_karam ma3 batata w toum 😍 ,Positive,None
@LeaMakhoul a2al chi hayda mna3mlou... love u hbb #LeaMakhoul #LeaMakhoul,Positive,None
@LeaMakhoul Hayetee Chou Helwee Hal Souraa😍😍Men Ente W Zghire Bet 3a2deee😍😍God Bless You Bothh😍 #LeaMakhoul #LeaMakhoul,Positive,None
@LILIANNENEMRI aslan ente el lebneniye l asliye akkar w b2a3 w jnoub w beirut ...w ana nafse li wadaytelik inbox mberh 3al fb ,Positive,None
@lole__96 @manoool_66 @meraa205 @BayanAdoreLea hahahahhahaha eh mn rouh chou 3na #LeaMakhoul #LeaMakhoul,Positive,None
@lovelysylvana @serieslb Wow mn esmo mbayan helo :p wen ? ,Positive,None
@MahaSabek @nancyajram akid w hayda dalil najeha l mostamer w nshallah bedal fo2 rass 3ayleta ,Positive,None
@MahdoumeAna hahaha keno kellon 5ateyra keno 3m y2oulo chou m2a3edon ma3na hole:P,Positive,None
@majdalakhattar eh eh ktir 7abbeit fye a3mel retweet ???? :p,Positive,None
@Malaakannan Hahaha ktir da77akne walla :p,Positive,None
@MaramAzzam ktir 7elwe sourit il profile bravo,Positive,None
@maria_harik w ana ktir bhbebikkkkkkk,Positive,None
@MariaaYasminee @MhdDankar @marwan_fd @CarmenChammas No marwan bi7ebna 😌 ,Positive,None
@mariakhouryyy mmmm ktir taybin ma3ik 7a2,Positive,None
@MarianCarolian @CAROLE_SAMAHA Chu hl 5abar l helo tal3a helwe bl habal ana akide Hata law mch mbayan wejik ,Positive,None
@MariaS_Official byelba2lek ktir chou ma bte3mli helou 3layi,Positive,None
@MariaS_Official hahaha jamelo akid mafi ahla min hek amar mech rah n5aber hada hayda ser,Positive,None
@MariaS_Official plzzzz follow ana lyom 3id miledi farhini bi follow minek plzzz ktir bhebek be3chaek,Positive,None
@Maromoawad abalneh li ken chaklo helo bel selfie ,Positive,None
@MarwaElMarouk eh ana ma hasset hahahaha mart l made hasset fiya ktir :p,Positive,None
@Marwakkari @tmclebanon merci Madame!! Chta2nelik ktir!! :),Positive,Courtesy words
@Marwan_Kanj hahahahah... Plz khali 3ndkon!!! ,Positive,None
@marylinchahine ente ente bhebbek ktir ,Positive,None
@mashrou3leila tonight on hayda 7ake! Can't wait 😍 ,Positive,None
@Matthieu Nahed chou jebtileh ma3ik????,Positive,None
@maximkhalil1 happy birthday ya ajmal moumassel maxim khalil...kelak ehssess w temssilak bi2asser fina ...w jamelak w kel chi fik helo ,Positive,None
"@mayadiab quoting ziad ""maya 3enda sheghel al ma ba3ref hayda shu eza manno shghel..."" The concert was great and i love the new song!",Positive,None
@maysoufan19 hii ya helo ,Positive,None
@mazenmoadam mazenn natrinakk b 3amal helo metel ekhtarab l7ay kna nteb3o 3atoull kter heloo ,Positive,None
@melbardisi1 @mariezr04 @62Roses @kayal40 @wardh_881 @SoonaMaatouk waw waw,Positive,None
@MEMEHW999 @HaifaWehbe ktir 7elwe meme 👍😍,Positive,None
@mhamadallouch @Paulastih @Zeytoona 😘😘😘 aloushii 3yunak el helwen beshufu kel she helo 😉 ,Positive,None
@mhamadallouch @Paulastih @Zeytoona 😘😘😘 aloushii 3yunak el helwen beshufu kel she helo 😉 ,Positive,None
@MhamadDankar @dankarz @Marwan_BFD @AdhamArslan no bas shakla ktr helwe hayde mnemshi feha ziad ,Positive,None
@miakhalifa miaaa ana bhbik ktir,Positive,None
@michaelabizeid hahahahahha hew ktir helo. ,Positive,None
@michberberi hahahahahahahaha ktir awiye :p ,Positive,None
@MichelleRomanos HAHAHHAHAHAHAHHAHA thank you thank you btw di3ayet fadi r3aydi chou zakkaretne fikeee😂😂😂😂😂btw chta2nelik,Positive,None
@midolebnen ana ktir b7eb hal8enyee,Positive,None
@MiguelChallita @FunnyLeb hahahaha awiye ktir :') ,Positive,None
@miladhad sawtk helo w enta mahdum :):p ,Positive,None
@MiledEl_Hayek ouff man mabrouk  chou mfakkar techtere fiyoun 😂 ,Positive,None
@miro_nk @dana18D @lovelymemo2000 @najwakaram ouli l7amdellah ana b7ebou ktir la 7azzi bs lama te7kini nannouj ykhalili 7azzi hahhahaha,Positive,None
@MishGhareeb @WaelMansour0 ktr helo ma ma32ul sawto kn r23 ,Positive,None
@MishGhareeb @WaelMansour0 ktr helo ma ma32ul sawto kn r23 ,Positive,None
@MMhedged ktir awiyeee 👏👏👏,Positive,None
@moezreikLFC hayda 7akeh!,Positive,None
@Mohamad_kaiss and Finally Lah Nshufakkk Bukra Btsade2 Ktir Mabsuta w Heik Hasesta Hal2a Ha T3awed l far2 Kelu w Tkaser L dene 😍 best Prog ,Positive,None
@MohamadJalloul_ Jalloul jeble username nasser ibrahim hayda m3 l milan halllllllla2:p ,Positive,None
@MorenaAndalucia hahahahhahahaha lol ktir osas :p w 3andeh album eleh bas tretil kalimeteh w al7aneh,Positive,None
@Mostaphaki @lollanasser2 @ellananoss @rama_ajram @tayemooriya Salmmtek Lama ,Positive,None
@Mostaphaki @lollanasser2 @ellananoss @rama_ajram @tayemooriya Salmmtek Lama ,Positive,None
@mouawadnicolas dawrk ra23 bi yasmina ktr helo :) ,Positive,None
@mouawadnicolas ittiham w law w 10 abid zghar 3njad bi32do l series l sene ittiham ra23 myriam massle ktr helo lezm tehdaro ,Positive,None
@moussa_a_b HAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHHA KTIR AWIYE,Positive,None
@mtvlebanon ktir 7lou ,Positive,None
@nadinennjeim amaising law ktr helo awal hal2a ktr helwe @AbedFahdKingdom @khal333340 ra7 dal e7daro :)&lt;3 ,Positive,None
@nadinennjeim law bi3a2id w ente btjanine Chu hl temsil l ra23 w helo enik 3m techte8le bli bthebi l fashion ktr helo w tesmimik helo ktr :) ,Positive,None
@nadinezeidane @HalaElite1 hahahahahhaha lol tab tante hala ktir bhebba w mahdoumeh w aribeh lal aleb w tayoube w helweh w ana maghroum fiya,Positive,None
@najwakaram #JudgeNajwa ye5reb 3a2lik chou lebe2liiik #JudgeNajwa,Positive,None
@najwakaram #JudgeNjawa chou biyelba2liiiiik l aloub l deneee t7ebiiik ya ghelye😘💘🌹🌷 #JudgeNjawa,Positive,None
@najwakaram ana b7ebik.ktir ya amar,Positive,None
@najwakaram bta3rfe shi? Ana men ba3d 3al thawra ktashafet adey ana fakhoura bi 7obbe elik w aday ana 3an jad “terbeytik”. Merci ennik kabbartine 3ala 7ob watane🇱🇧❤️ ,Positive,None
@najwakaram Chou nanouj kel chway rt ma fi elna mar7aba kifkon chta2tlkon😘 ento chta2touli 😍 ,Positive,None
@najwakaram chta2nelek ktir,Positive,None
@najwakaram ktir habbet eno tnaynetna hattin Sol Major 😍 ,Positive,None
@najwakaram najwa allah ywaf2ik bil tour wbetmanna ykoun el single 2arib b7ebbik ktir ya malake bi kil chi bi sawtik akhle2ik wchakhsitik😘,Positive,None
@najwakaram Natrinek 3a nar ya malike 🌹 Ktir met3atchine nesma3 gheniye menik 💖 Bheeeeeeeeebiiiiiiiiiiiikkkkkkkk Ya 3omreeeeeeeeeeeeee,Positive,None
@najwakaram ya 7abibet albe ente... natrin nehna 3a nar el song yey chou m7ammaseeee b7ebbikkk,Positive,None
@najwakaram ya allah 3an jad ktir chta2tellliiikkkk😭😭😭😭😭 ,Positive,None
@NancyAjram @Fadi1Haddad waw amaising ktr helo habeyto ktr :),Positive,None
@NancyAjram #MBCTheVoice 3anjad nancyyyyyyyy bet3a2diiiiiiii 3atoul najeh #MBCTheVoice,Positive,None
@NancyAjram #MBCTheVoice bet3a2di nancyyyyyyyy kel marra 3an marra #MBCTheVoice,Positive,None
@NancyAjram waw ktr helo l trailer habet cant wait @Saidelmarouk nchalla ma tawlo la t3rdu,Positive,None
@nancyramadan18 ktir aweya ma bi5alo 5waser,Positive,None
@Nanuchasstar @Naimkmayha @khalilkoussan @ahmadzoulfekar hahahahahahahahahahaahahaha tide hayda =)),Positive,None
@NawalElZoghbi da5il hadamtik mwah ♥ 3am no3tash ktir ya nawaaaaal ,Positive,None
@NayaAlemBatchir sabahik 3asal ya habibtii nshala nharik ykoun helo ya ekhti l ghalyaaa mwahhh :* ,Positive,None
@NayouchAH6 wowwww chou halbhekmeh,Positive,None
@NESREENTAFESH nesreeno pls follow 7al2t lyom kenet ktir helwi estamiri,Positive,None
@nnejehTweets @BBCSporf epl clubs ha ytall3o KTIR masare hal sene mnel tv broadcast..so l kel ma3o masare.. ,Positive,None
@nourassaad8 @StaracArabia bas bet3a2eeed keneeet betmaweeeeet &amp; kteeeeeeeeer Dalou3a ino ni7ns bi 3aser soura mesh bi 3asr sout ..,Positive,None
@NourhanKheir HAHAHAHAHAHAHAHAHAAHA ktir awiyyi :p,Positive,None
@NourSaid_ hahaha ktir helo the name btw yimkin bas fi 3 in the world esmon Nye,Positive,None
@novatchok hahah eh ana ktir helwer :p aw la2,Positive,None
@OlaKaram @sarahstarac mn waleaaa chou 3na #Lea_kenza_best_sisters #Lea_kenza_best_sisters,Positive,None
@pamoula @Rouwa_Saba chou esmo hayda li khtara3 ltwitter het la n2ello barkeh byechtrilna yehaa lol menbi3a w mne2soum ha2a 3a 3,Positive,None
@pascaleyoussef hahaha badde 3almik kelme jdide 3allamne yeha @Vince_Gebran #طريشة lol ,Positive,None
@Patricia_Hachem Chu helo lebnen huwe w abyad byftah l nafes w bnasina masheklo ,Positive,None
@PatrickHajj123 bi 3a2id ana hdorto men 2 weeks ... WaW ... ,Positive,None
@paulzakher1 ya bayiii ktir cute 😍,Positive,None
@PerlaBouFrancis chou ya helwehhh,Positive,Courtesy words
@phantasmarolla tbh ktir helo cha3ra lal benet li hadik 😊 ,Positive,None
@Pia_Gea ba3rif ana ktir awe.,Positive,None
@PiaAkoury @NourGhrayeb ana hay awwal palmaresse bbayyin tabi3iyye fiya! Ktir nbasatet :p w awwal wehde bkoun.fiya eddem ;p ,Positive,None
@raghebalama sabah nour istez ragheb.hadortak w nancy bayadto wijj lebnen b hdourkoun rake wl helo.ma3 tahiyaty. ,Positive,None
@ranamoussallem mercii ktir ena 7a testsdife l queen Lea Makhoul w Natrinkon 😉👍 #LeaMakhoulOnSawtElmada #LeaMakhoulOnSawtElmada,Positive,None
@rania_elkhatib mazel mamnou3 tkebbeh war2a 3al ared w fi mahalet bas lal aneneh w l3ando i3aka honik mich ma32oul chou byehtamo fi,Positive,None
@RashaAbouAntoun hahaha ktir bhebb ekhod close shots lal eyes fiyon details bi khawfo !,Positive,None
@rawan_saade hahaha monsieur ma5ta w monsieur hari2 @Charbelmkrzl ,Positive,Joke
@Rawannn7 Yes walladit men shway. And awwwhh 😍 I love this girl betdalle3ne ktir haha ,Positive,None
@RayanneHarake mathotte make up ktir hek ahla,Positive,None
@RechdanNour yii ana bheb hal soura,Positive,None
@ReemEzzeddine hahahaha shi tabee3e ana men awal l sene la hala2 saro shi 8 :D waw helo l terminal ^^ ,Positive,None
@RenaEliass nchallh  la2an bas hderto el trailor ken 3al ad kif tkheyalto bas 2rit el kteb,Positive,None
@RimaNJEIM chou ra2yik ta3tina quote tomorrow ?! Chta2na!,Positive,None
@RimaNJEIM nshala tkoun salat ma2boule ya rab kalemek ktir helo ramroummmm rab yesma3 menek ynawerlna 3a2elna w 3a2el l3alam ,Positive,None
@RimaNJEIM ya ramroum mech helo.baleke l sobhiye baleke bente sefaret w hiye bta3ref eno kel yom besma3 rima hope tle2ina bokra h anice day ,Positive,None
@RimSoufan Me toooooo ktir fakhame w hek. Hamdila ma jebt el dvds aw bes2ot hal sene :p,Positive,None
@ritahayek1 ktr helo e7sesk w akd 3m toussal l msg :) ,Positive,None
@RitaKaddoum94 Hahahahahahaha ahhhhh😂 w beirut ma3 l wa2et betsere ta3rfeya ktir bas baddik yraw2owa,Positive,None
@RitaKaddoum94 Hahahahahahaha ahhhhh😂 w beirut ma3 l wa2et betsere ta3rfeya ktir bas baddik yraw2owa ,Positive,None
@RonnyHajj ktir bhebak ana teb ✅,Positive,None
@roua_sleem yaaa helo ktir hahahah ,Positive,None
@Roudyhanna @AndreaAndu25 hahahahaha tnaynetkoun chou mahdoumin:),Positive,None
@RoulaZaiter akiddd shta2telik hahaha &lt;3w ktir kamen nakasht dene w ma l2itik tlo3te mghayra esem haha yalla basita ha2 3layke ente ases hbb,Positive,None
@RounyCh maaaan  ktir 7elwe 😍😵😫,Positive,None
@salemzahran2013 chou helo el orange ,Positive,None
@salibareema esme shu helo💁 ,Positive,None
@SallyDaoud 3m warjiki 3youni! Helo lawnon ;p ,Positive,None
@sallyhijazi chou houwehhhh li ken la7 yejehhh haahahha :p,Positive,None
@sallyhijazi habbet tattoo haifa,Positive,None
@sallyhijazi hahahahahahhahahahahahahhahha wlak chou khasneh anaaaa entehhhh 3am t2elile ken ra7 yejeh lol,Positive,None
@sallyhijazi hayda no3 helo metlik,Positive,None
@samirsleem hahahahahah broo kes ekhta scenario jehiz khaalis chou badak a7la men hek?,Positive,Foul language
@SandyyHANNA eltellik chou baddik bhal machrou3 😌 ,Positive,None
@saraabik ra23a Sara temsilik ktr helo kl yom 3m hebik aktar 5asatan dawrk bi ittiham :) ,Positive,None
@SaraBaydoun1 ktir 7elo,Positive,None
@SarahAbouTacca @mentionto @justinbieber ehhh ... B7ebbak justin. Hahaahahaha mbala mbala ele aleb bs nzale 3a beyrouth :P(7ejje la tenzale) ,Positive,None
@SarahKaddoura @elissakh @merhebmandy me too helo shi nafas argele honeek 😍 ,Positive,None
@SarrounaCyrine @CyrineAbdlNour hayda cadeau Cyrine l her fans b mounesabet her bday :p jamelaaaaa 😍😍,Positive,None
@ShallAmmar mch ktir hal2ad fans??? _ noo ma fy chi men 2ymtak :p ,Positive,None
@shelissyaweah teslamele hayda nourik 😍,Positive,None
@staceyhakim @fouadfeghaly shou helwe l soura😍,Positive,None
@StaracArabia 2ahdam chi lea welie 2ekhdine dor jader yeaner ktir majdoumine,Positive,None
@StephanyFeghaly ana ktir bheb el promo taba3na :p,Positive,None
@stephy_saliba ktr helo heyda l lon habet :) ,Positive,None
@sxlxnv bhebek aktarktir ktir mniha hamdellah!!!,Positive,None
@tar_rash 7adre me8le lyom 3l a3de 😂 ,Positive,None
@Tarek_Omran badde yeha Bookra W Chou Bookra knefe,Positive,None
@TarekTamo eh eh ahla sahraaa,Positive,None
@TarekTamo HAHAHAHAHAHAHA hamdellah ana w khaye mnetefe2 bel football:p bas mara 3al goal nfa3alna ktir so dad fakar khaye kasar shi🌝,Positive,None
@tatianakarakeli @carelrizkallah hahah shu helo ðŸ˜… tkhena2o ba3d ,Positive,Sarcasm
@tatyana_moukbel hahhaa chou twitter w ma twitter nawartina honnnnn ana 24h hon ahhahah ,Positive,None
@Tchuuup @tiffanymurr HAHAHAHHAA HALLA2 SHEFET L SOURA ESTEZ!,Positive,None
@TeoJaber @NicoleNahra @GreaterThn azdak seret helo ? 😁☺️ ,Positive,None
@TheAliZein ktir mahdoum 👏,Positive,None
@thomyorkepls habbet fekret eno 3meletelle followed halla2 :p and annddd farjine,Positive,None
@tiffanymurr Ana ktir mabsout mennik bhal lahza,Positive,None
@TonyKhalifeh hayda libnen l 7ilo ,Positive,None
@trissaabiissa ktir helo ltalej bs bye7la bo wjoudik set trissa yalla ltalej natrik ya saleimm cho 7elo ltalejj,Positive,None
@TThePoeTT sa7i7 hahaha tekram 3aynak:) ana b iyyem el jem3a b beirut ,Positive,None
@VaniaAoun bas ana mabsouta fiyoun hatta hashtag fashion paris w stylish w medreh chou lol,Positive,None
@VaniaAoun btwwwwe habbet bta3emleh yoga bass akid ana ma be2dar a3mil lollll chou hal chi hayda louyouneh am ma 3andik 3adem,Positive,None
@VaniaAoun wahahaha leikeh leich ma mna3mil cherkeh de3ayetttt lol 3andeh ktir afkar hahhaha betali3 ??? Xxl w buzz wala abyakh lol,Positive,Joke
@Vince_Gebran yes rahibe!!! ,Positive,None
@whammoud14 Nsit t2oul eno sawta baado helo w 3am b sir a7la w a7la,Positive,None
@xnxxporn2002 waw ktir helo ,Positive,None
@Xriss_jor You Are Moree Than Amazinggggg!!!! E7sessik bl ghinniye akhdne la denye tenye...!!! :) «3 #MBCTheVoice #MBCTheVoice,Positive,None
"@Yasmeen_Sidani: @LebaneseSchools: 3am fakir efta7 l shanta - a lebanese student's thoughts"" Hayda eza le2ayta lal shanta"" Hahahhhahahhah",Positive,Joke
@zakichreif jamelo el helo❤❤ yuburnee ,Positive,None
@zefloyd @sandrayahya very good ktir helo ,Positive,None
@zeinabkassab ktir sexy ente,Positive,None
@ziadbourjiii habibeee plzzz nazelna soura from set shta2nelakkk ktirrrr Good luck for today bhebakkkk ❤❤😻,Positive,None
@ziadbourjiii hyt l helo bjr ya albeeeee kifak lyom? Loveee u ,Positive,None
@ZoyaHarbi lhamdella ktir mneeh bas mbereh tabbashna shway :) mish bas ana okkkkkkk ? :((( ,Positive,None
#3aBele pasta metel te3ul @thesofaqueen ktir taybin!! #3aBele,Positive,None
#ConfessionNight ana w @melissaabdo ktir men ness aal tweeps. #ConfessionNight,Positive,Joke
#ConfessionNight chaareh chi ktir astaze #ConfessionNight,Positive,None
#growingupwithjoebesidemeinclass Me: khalas khallina nru2 hay l seea Joe: shu ra2yik n7ottollo ebre aal kerse lal estez w yeje ye23ud aalayaaa ??? Me: yaa ktir innnn @JoeSawma2 #growingupwithjoebesidemeinclass,Positive,Joke
#kousaï Mabrouuuuuuuuuuuk ... Allah ya kousaï . Bravooooo .. #MbcTheVoice #kousa #MbcTheVoice,Positive,None
#LeaMAkhoul lea makhoul min mabihebik min yekhrb bayton chou mjenin #LeaMAkhoul,Positive,None
#LeaMakhoul ليامخول wlek bjen 3layki wfiki bmout hayk mne3cha2 bi beirut #LeaMakhoul,Positive,None
#WhyIloveGhada inty ktir 7ilwiii #WhyIloveGhada,Positive,None
#WhyIloveGhada yiii nsit sara7tik ktir 7ilwii w awyii .dalik heik ghodghod 7abibi #WhyIloveGhada,Positive,None
3a2bel el mieh ya helo happy birthday @paul_riachy 😘 ,Positive,None
3andibak chou bekrahak ðŸ¤— ,Positive,Joke
3anjad hayda enta ? Ma 3reftak!,Positive,None
3ANJADDD😂😂 ,Positive,None
3ezmetik 3a view mn 3ende mnel foyer ,Positive,None
7obii ,Positive,None
A7lam atltne #MBCTheVoice 😂😂😂 #MBCTheVoice,Positive,None
Aanjad ana w aia ktir mnettefe2 btefham ,Positive,None
Ade helo l shete w l ra3ed bara w ana bl takhet? ,Positive,None
Agml kol sana w anta tib ya alby w yarb tkon sana s3eda 3lek yarb w th'2 kol alnfsk feh 💕💕💕 ,Positive,None
Ahla birthday girl f eldonia kolha💖💖💖💖🥳 ,Positive,None
ahla wehddeee waw 3anjad BombA👍😂😂👋 ,Positive,None
Ahle 3mlo popocorn w a3adune beynetun saro yt3mune b3d chwe tafa2o ykhdule lcell bala hess sar baye yjrib ykhdo w eme kmn la ystlmune😂😂😂 Akhhh ktir dhktt😂 ,Positive,None
Ajmal chi fiye w bchkur rabbe 3ley enne albe tayib w dymn bhke lsara7a w ktir 3afawiye w manne abdn la2ime w nejse w mab3rif asln etl2man wala kazib😌 ,Positive,None
Akalll brazillllll 7-1 !!!!!!! Al chou 7adro 7alkoun lal braziliye :p,Positive,None
AKH ALBE EL DEHEEEKKK,Positive,None
akh ya allah ghachaytine dehek hahahaha,Positive,None
Akiiid😁😁 ,Positive,None
"Al tkheyalo l banet ysiro ylatcho l chabeb 😅 "" ya helo chu hal wax  fina nehke 3al wats ? "" 😂😂 ",Positive,Joke
All fans chou ra2ykoun notlob kelna mn @MonaAbouHamze tostadif lea makhoul bi bernemeja w mn 7ot l 8eniye l jdide taba3a 3a se3a 9pm ??? ,Positive,None
ana aam ekol b balesh. allah wil thawra ,Positive,None
ana as7abe byet7amaloune hayda lfare2😂 ,Positive,None
Ana ktir bhebkoun. ,Positive,None
Ana ktir habaytik la anik lazize aal aleb,Positive,None
ANA KTIR MABSOUTA HALLA2 ,Positive,None
Ana ktir MABSOUTA3333 darast bio w chimie ,Positive,None
Ana l helo fiyeh eno am bekoul sandwich w fiyo chi kilo toum w nezla end rfi2eh doghreh ,Positive,Joke
Ana live men l balcon ðŸ˜­ ,Positive,Joke
Ana mbere7 khalaset Stranger Things Kteer awe 😍 ,Positive,None
at least menkhare helo ,Positive,None
Atel ,Positive,None
Awlak hek enta? Hamdella sar 3enna ra2is #overjoyed #overjoyed,Positive,None
Aww jeye la 3enaa?? ,Positive,None
Aya should win ktir ashta sara7a,Positive,None
Aywa arze Chou Hayda ,Positive,None
Aywaaa habbet 😂💪💪🌸 ,Positive,None
baed aande ghrad ktir lal kab natra la ekhlas jury so bas ekhlas bteje btse3dine💖💖 ,Positive,None
Bede hayde l pizza li bel de3aye ,Positive,None
Betzakar chou ken 7elo w abyad l fostan😂😂 ,Positive,None
Bhbak ,Positive,None
Bhbk ❤️ ,Positive,None
Bheb ali ktir bye ,Positive,None
bhebik ktir ,Positive,None
Bhebik ktir haifa @HaifaWehbe merci la2anik radayte 3laye bmout gike,Positive,Courtesy words
Bhebkonnn ktir,Positive,None
Bonjour @RimaNJEIM chou helo Eno hala2 Sar fineh esma3ik kel yom ma3 my new job 😄 btw min Ghanna El tertileh lyom ?,Positive,None
Bonjour Abou Ron☺️ eza mettef2in 3al to2sim ktir mnih mabrouk loto laken. Ana bas bede te3ezmouneh bas tehteflo🤪 ,Positive,None
